type,language,text,frequency
phrase,en,sa streaming,5
phrase,en,angat sa streaming,5
phrase,en,events satisfying,5
phrase,en,campus events satisfying,5
phrase,en,ang solid collegedays,5
phrase,en,rn goalaf,5
phrase,en,lodi talaga not,5
phrase,en,criticism rn goalaf,5
phrase,en,dating yung online,5
phrase,en,sa memes,5
phrase,en,angat sa memes,5
phrase,en,galing wala,5
phrase,en,sobrang galing wala,5
phrase,en,galing wala akong,5
phrase,en,nakakaaliw yung ppop,5
phrase,en,galing ng online,5
phrase,en,energy bestlife,5
phrase,en,character energy bestlife,5
phrase,en,legit talaga charaught,5
phrase,en,so lit awit,5
phrase,en,clean and solid,5
phrase,en,and solid goalaf,5
phrase,en,volleyball solid,5
phrase,en,vibing with volleyball,5
phrase,en,esports aprub,5
phrase,en,maisip pinoypride,5
phrase,en,akong maisip pinoypride,5
phrase,en,exams saktongsakto,5
phrase,en,exams saktongsakto talaga,5
phrase,en,internships solid,5
phrase,en,appreciate pubg,5
phrase,en,i appreciate pubg,5
phrase,en,petmalu talaga period,5
phrase,en,nakakaaliw yung mutuals,5
phrase,en,lit finals,5
phrase,en,stan professors,5
phrase,en,ganern sembreak,5
phrase,en,pak ganern sembreak,5
phrase,en,trends nindot,5
phrase,en,fashion trends nindot,5
phrase,en,trends nindot talaga,5
phrase,en,and astig midtermseason,5
phrase,en,petmalu deserve,5
phrase,en,sobrang petmalu deserve,5
phrase,en,petmalu deserve mo,5
phrase,en,peak solid talaga,5
phrase,en,petmalu yung basketball,5
phrase,en,galing talaga this,5
phrase,en,pubg solid,5
phrase,en,majors aprub,5
phrase,en,appreciate valorant,5
phrase,en,i appreciate valorant,5
phrase,en,blackpink lit talaga,5
phrase,en,woah g,5
phrase,en,sobrang woah g,5
phrase,en,woah g na,5
phrase,en,recommend trendingnow,5
phrase,en,1010 recommend trendingnow,5
phrase,en,projects woah talaga,5
phrase,en,solid nofilter,5
phrase,en,valorant ang kayangkaya,5
phrase,en,ang swabe nofilter,5
phrase,en,grabe yung sb19,5
phrase,en,slaying ootd,5
phrase,en,keep slaying ootd,5
phrase,en,dramas petmalu talaga,5
phrase,en,nakakaaliw yung viral,5
phrase,en,with blackpink sobrang,5
phrase,en,ng squad,5
phrase,en,mood new,5
phrase,en,a mood new,5
phrase,en,mood new music,5
phrase,en,music sobrang astig,5
phrase,en,nindot sana,5
phrase,en,sobrang nindot sana,5
phrase,en,nindot sana all,5
phrase,en,galing sembreak,5
phrase,en,solid studentlife,5
phrase,en,shops legit,5
phrase,en,coffee shops legit,5
phrase,en,goals sana,5
phrase,en,so goals sana,5
phrase,en,goals sana all,5
phrase,en,impact lodi talaga,5
phrase,en,grabe yung tiktok,5
phrase,en,with pubg sobrang,5
phrase,en,basketball woah talaga,5
phrase,en,ang astig passingthevibe,5
phrase,en,talaga yung kpop,5
phrase,en,ang petmalu universitylife,5
phrase,en,saktongsakto nofilter,5
phrase,en,ang saktongsakto classof2025,5
phrase,en,and witty midtermseason,5
phrase,en,shops angas,5
phrase,en,coffee shops angas,5
phrase,en,fire apaka,5
phrase,en,so fire apaka,5
phrase,en,nindot apaka,5
phrase,en,sobrang nindot apaka,5
phrase,en,nindot apaka nice,5
phrase,en,vibing with fashion,5
phrase,en,trends sobrang witty,5
phrase,en,fire this,5
phrase,en,yung thesis very,5
phrase,en,very fire this,5
phrase,en,fire this is,5
phrase,en,fire deserve,5
phrase,en,so fire deserve,5
phrase,en,fire deserve mo,5
phrase,en,appreciate bts,5
phrase,en,i appreciate bts,5
phrase,en,parties solid,5
phrase,en,weekend parties solid,5
phrase,en,lit petmalu,5
phrase,en,so lit petmalu,5
phrase,en,lit petmalu yung,5
phrase,en,sick solid yarn,5
phrase,en,drama angas,5
phrase,en,relationship drama angas,5
phrase,en,internships petmalu,5
phrase,en,husay ng tiktok,5
phrase,en,nakakaaliw yung weekend,5
phrase,en,swabe talaga 1010,5
phrase,en,goals and aprub,5
phrase,en,and aprub sembreak,5
phrase,en,when memes,5
phrase,en,different when memes,5
phrase,en,assignment with weekend,5
phrase,en,cap universitylife,5
phrase,en,no cap universitylife,5
phrase,en,looks universitylife,5
phrase,en,serving looks universitylife,5
phrase,en,lit g,5
phrase,en,lit g na,5
phrase,en,pubg petmalu,5
phrase,en,dating yung mobile,5
phrase,en,all studentlife,5
phrase,en,sana all studentlife,5
phrase,en,impact kayangkaya,5
phrase,en,genshin impact kayangkaya,5
phrase,en,impact kayangkaya talaga,5
phrase,en,legit finals,5
phrase,en,ang angas sembreak,5
phrase,en,kpop galing,5
phrase,en,anime sobrang swabe,5
phrase,en,ang galing nofilter,5
phrase,en,legit trendingnow,5
phrase,en,ppop swabe,5
phrase,en,dating yung relationship,5
phrase,en,talaga yung new,5
phrase,en,sobrang legit apaka,5
phrase,en,thesis elite,5
phrase,en,swabe talaga understood,5
phrase,en,sb19 ang aprub,5
phrase,en,sa esports,5
phrase,en,angat sa esports,5
phrase,en,iconic apaka galing,5
phrase,en,ppop woah talaga,5
phrase,en,legit and swabe,5
phrase,en,maisip goalaf,5
phrase,en,assignment with online,5
phrase,en,akong maisip goalaf,5
phrase,en,slayed graduation,5
phrase,en,ang astig midtermseason,5
phrase,en,galing trendingnow,5
phrase,en,aprub classof2025,5
phrase,en,events witty,5
phrase,en,campus events witty,5
phrase,en,basketball angas,5
phrase,en,witty yorme,5
phrase,en,sobrang witty yorme,5
phrase,en,ppop elite,5
phrase,en,exams lodi,5
phrase,en,sa scholarships,5
phrase,en,angat sa scholarships,5
phrase,en,fresh period,5
phrase,en,very fresh period,5
phrase,en,stan anime,5
phrase,en,and legit collegedays,5
phrase,en,graduation weekendvibes,5
phrase,en,graduation weekendvibes weekendvibes,5
phrase,en,ng batchmates,5
phrase,en,projects astig talaga,5
phrase,en,tiktok lit,5
phrase,en,esports elite,5
phrase,en,witty universitylife,5
phrase,en,move ootd,5
phrase,en,we move ootd,5
phrase,en,ang lit weekendvibes,5
phrase,en,woah talaga no,5
phrase,en,pubg pak,5
phrase,en,pubg pak ganern,5
phrase,en,impact witty,5
phrase,en,genshin impact witty,5
phrase,en,clean charaught,5
phrase,en,so clean charaught,5
phrase,en,galing solid,5
phrase,en,sobrang galing solid,5
phrase,en,galing solid yarn,5
phrase,en,aprub trendingnow,5
phrase,en,events saktongsakto,5
phrase,en,campus events saktongsakto,5
phrase,en,kpop sobrang nindot,5
phrase,en,goated solid,5
phrase,en,so goated solid,5
phrase,en,ang lodi goalaf,5
phrase,en,impact saktongsakto,5
phrase,en,genshin impact saktongsakto,5
phrase,en,kayangkaya midtermseason,5
phrase,en,classes ang lit,5
phrase,en,nakakaaliw yung memes,5
phrase,en,husay ng exams,5
phrase,en,ppop lit,5
phrase,en,volleyball based,5
phrase,en,astig talaga rent,5
phrase,en,sb19 lit,5
phrase,en,ang galing universitylife,5
phrase,en,ang lodi bestlife,5
phrase,en,sb19 finals,5
phrase,en,sb19 finals finals,5
phrase,en,cap weekendvibes,5
phrase,en,no cap weekendvibes,5
phrase,en,and lit bestlife,5
phrase,en,ang galing finals,5
phrase,en,basketball lit,5
phrase,en,lit and petmalu,5
phrase,en,witty bestlife,5
phrase,en,solid talaga serving,5
phrase,en,bussin and nindot,5
phrase,en,internships woah,5
phrase,en,lodi solid,5
phrase,en,sobrang lodi solid,5
phrase,en,lodi solid yarn,5
phrase,en,goals g,5
phrase,en,so goals g,5
phrase,en,goals g na,5
phrase,en,love weekend,5
phrase,en,lowkey love weekend,5
phrase,en,love weekend parties,5
phrase,en,and lodi sembreak,5
phrase,en,witty sembreak,5
phrase,en,ang witty sembreak,5
phrase,en,tweet goalaf,5
phrase,en,the tweet goalaf,5
phrase,en,kpop vibe and,5
phrase,en,solid finals,5
phrase,en,yarn goalaf,5
phrase,en,solid yarn goalaf,5
phrase,en,petmalu talaga passingthevibe,5
phrase,en,thesis angas,5
phrase,en,lit and saktongsakto,5
phrase,en,galing ootd,5
phrase,en,lit naol,5
phrase,en,kpop solid,5
phrase,en,classes ang astig,5
phrase,en,mind midtermseason,5
phrase,en,my mind midtermseason,5
phrase,en,volleyball astig,5
phrase,en,volleyball astig talaga,5
phrase,en,memes goals,5
phrase,en,aprub collegedays,5
phrase,en,tiktok astig talaga,5
phrase,en,streaming lit,5
phrase,en,on the,4
phrase,en,i am,4
phrase,en,a few,4
phrase,en,it doesnt,4
phrase,en,that it,4
phrase,en,is also,4
phrase,en,for sexual,4
phrase,en,of them,4
phrase,en,all of,4
phrase,en,in this,4
phrase,en,that is,4
phrase,en,a dick,4
phrase,en,of this,4
phrase,en,for the,4
phrase,en,i have,4
phrase,en,jew watch,4
phrase,en,is used,4
phrase,en,list of,4
phrase,en,in order,4
phrase,en,order to,4
phrase,en,try to,4
phrase,en,has been,4
phrase,en,used to,4
phrase,en,in order to,4
phrase,en,at the,4
phrase,en,with a,4
phrase,en,to get,4
phrase,en,i will,4
phrase,en,you to,4
phrase,en,need to,4
phrase,en,white boy,4
phrase,en,marami ngang,4
phrase,en,ngang tao,4
phrase,en,tao sa,4
phrase,en,sa vaccination,4
phrase,en,vaccination site,4
phrase,en,marami ngang tao,4
phrase,en,ngang tao sa,4
phrase,en,tao sa vaccination,4
phrase,en,sa vaccination site,4
phrase,en,sobrang nakakaproud,4
phrase,en,naman keep,4
phrase,en,it up,4
phrase,en,naman keep it,4
phrase,en,keep it up,4
phrase,en,puno lagi,4
phrase,en,lagi yung,4
phrase,en,yung mrt,4
phrase,en,mrt tuwing,4
phrase,en,tuwing rush,4
phrase,en,rush hour,4
phrase,en,hour hassle,4
phrase,en,puno lagi yung,4
phrase,en,lagi yung mrt,4
phrase,en,yung mrt tuwing,4
phrase,en,mrt tuwing rush,4
phrase,en,tuwing rush hour,4
phrase,en,rush hour hassle,4
phrase,en,hiii first time,4
phrase,en,totoo nga,4
phrase,en,luh totoo nga,4
phrase,en,totoo nga yan,4
phrase,en,dope solid yarn,4
phrase,en,naol midtermseason,4
phrase,en,nice pinoypride,4
phrase,en,apaka nice pinoypride,4
phrase,en,goated pak,4
phrase,en,so goated pak,4
phrase,en,goated pak ganern,4
phrase,en,and swabe studentlife,4
phrase,en,basketball so goated,4
phrase,en,bts sick,4
phrase,en,peak labyu,4
phrase,en,so peak labyu,4
phrase,en,esports kayangkaya,4
phrase,en,esports kayangkaya talaga,4
phrase,en,assignment studentlife,4
phrase,en,the assignment studentlife,4
phrase,en,anime we,4
phrase,en,anime we move,4
phrase,en,shows angas,4
phrase,en,netflix shows angas,4
phrase,en,labyu ootd,4
phrase,en,sb19 galing,4
phrase,en,nakakaaliw yung netflix,4
phrase,en,basketball ootd,4
phrase,en,basketball ootd ootd,4
phrase,en,dating yung exams,4
phrase,en,swabe g,4
phrase,en,drama sobrang swabe,4
phrase,en,sobrang swabe g,4
phrase,en,swabe g na,4
phrase,en,based solid,4
phrase,en,so based solid,4
phrase,en,legends based,4
phrase,en,swabe finals,4
phrase,en,mobile legends based,4
phrase,en,based and swabe,4
phrase,en,kayangkaya awit,4
phrase,en,sobrang kayangkaya awit,4
phrase,en,basketball bussin,4
phrase,en,dope and woah,4
phrase,en,life ang astig,4
phrase,en,legit nakakaaliw,4
phrase,en,so legit nakakaaliw,4
phrase,en,legit nakakaaliw yung,4
phrase,en,goated and kayangkaya,4
phrase,en,life satisfying,4
phrase,en,all classof2025,4
phrase,en,dorm life satisfying,4
phrase,en,satisfying talaga sana,4
phrase,en,sana all classof2025,4
phrase,en,challenges vibe,4
phrase,en,viral challenges vibe,4
phrase,en,this sembreak,4
phrase,en,for this sembreak,4
phrase,en,majors satisfying,4
phrase,en,thesis galing,4
phrase,en,impact solid,4
phrase,en,genshin impact solid,4
phrase,en,thesis lit and,4
phrase,en,memes legit talaga,4
phrase,en,pubg fresh,4
phrase,en,nindot midtermseason,4
phrase,en,fresh and nindot,4
phrase,en,bts galing,4
phrase,en,galing and clean,4
phrase,en,yung scholarships satisfying,4
phrase,en,satisfying talaga sheesh,4
phrase,en,memes so goals,4
phrase,en,events lodi,4
phrase,en,bruh slayed campus,4
phrase,en,campus events lodi,4
phrase,en,sb19 1010,4
phrase,en,sb19 1010 recommend,4
phrase,en,galing and goated,4
phrase,en,husay ng sophomores,4
phrase,en,ang angas studentlife,4
phrase,en,woah naol,4
phrase,en,mood kpop sobrang,4
phrase,en,sobrang woah naol,4
phrase,en,projects petmalu,4
phrase,en,looks passingthevibe,4
phrase,en,group projects petmalu,4
phrase,en,projects petmalu talaga,4
phrase,en,serving looks passingthevibe,4
phrase,en,sa majors,4
phrase,en,angat sa majors,4
phrase,en,shops lodi,4
phrase,en,this bestlife,4
phrase,en,coffee shops lodi,4
phrase,en,for this bestlife,4
phrase,en,angas pak,4
phrase,en,sobrang angas pak,4
phrase,en,angas pak ganern,4
phrase,en,legit thats,4
phrase,en,very legit thats,4
phrase,en,legit thats the,4
phrase,en,clean solid yarn,4
phrase,en,professors pinoypride,4
phrase,en,professors pinoypride pinoypride,4
phrase,en,scholarships angas,4
phrase,en,scholarships angas talaga,4
phrase,en,galing talaga fr,4
phrase,en,kpop woah talaga,4
phrase,en,clean wala,4
phrase,en,so clean wala,4
phrase,en,clean wala akong,4
phrase,en,satisfying wala,4
phrase,en,so satisfying wala,4
phrase,en,satisfying wala akong,4
phrase,en,ang aprub finals,4
phrase,en,events very based,4
phrase,en,dramas galing talaga,4
phrase,en,petmalu midtermseason,4
phrase,en,ang nindot goalaf,4
phrase,en,kpop saktongsakto,4
phrase,en,woah napakahusay,4
phrase,en,sobrang woah napakahusay,4
phrase,en,impact sembreak,4
phrase,en,genshin impact sembreak,4
phrase,en,impact sembreak sembreak,4
phrase,en,legends aprub,4
phrase,en,mobile legends aprub,4
phrase,en,maisip bestlife,4
phrase,en,akong maisip bestlife,4
phrase,en,challenges swabe,4
phrase,en,viral challenges swabe,4
phrase,en,lang pinoypride,4
phrase,en,charot lang pinoypride,4
phrase,en,bts legit,4
phrase,en,memes petmalu,4
phrase,en,memes petmalu talaga,4
phrase,en,dating yung memes,4
phrase,en,iykyk pinoypride,4
phrase,en,lodi talaga iykyk,4
phrase,en,shops labyu,4
phrase,en,coffee shops labyu,4
phrase,en,internships galing talaga,4
phrase,en,vibing with blackpink,4
phrase,en,classes nindot talaga,4
phrase,en,challenges angas,4
phrase,en,viral challenges angas,4
phrase,en,dramas ang witty,4
phrase,en,think majors,4
phrase,en,majors is,4
phrase,en,i think majors,4
phrase,en,think majors is,4
phrase,en,majors is so,4
phrase,en,majors lodi talaga,4
phrase,en,exams swabe,4
phrase,en,rn collegedays,4
phrase,en,criticism rn collegedays,4
phrase,en,clean and woah,4
phrase,en,so lit charaught,4
phrase,en,anime lodi,4
phrase,en,anime lodi talaga,4
phrase,en,exams lit,4
phrase,en,esports witty,4
phrase,en,saying trendingnow,4
phrase,en,just saying trendingnow,4
phrase,en,pubg saktongsakto,4
phrase,en,pubg saktongsakto talaga,4
phrase,en,this goalaf,4
phrase,en,for this goalaf,4
phrase,en,anime pak,4
phrase,en,anime pak ganern,4
phrase,en,fire may,4
phrase,en,so fire may,4
phrase,en,fire may dating,4
phrase,en,lit and angas,4
phrase,en,ang lodi weekendvibes,4
phrase,en,ng orgmates,4
phrase,en,lit midtermseason,4
phrase,en,sb19 petmalu talaga,4
phrase,en,streaming angas and,4
phrase,en,af labyu bestlife,4
phrase,en,and angas sembreak,4
phrase,en,fire and nindot,4
phrase,en,yung valorant lit,4
phrase,en,valorant lit and,4
phrase,en,cap pinoypride,4
phrase,en,anime very peak,4
phrase,en,no cap pinoypride,4
phrase,en,vibe sheesh,4
phrase,en,sheesh sembreak,4
phrase,en,so vibe sheesh,4
phrase,en,thesis clean,4
phrase,en,thesis clean and,4
phrase,en,bts so elite,4
phrase,en,basketball saktongsakto talaga,4
phrase,en,appreciate memes,4
phrase,en,i appreciate memes,4
phrase,en,ppop nindot talaga,4
phrase,en,classes angas,4
phrase,en,online classes angas,4
phrase,en,need studentlife,4
phrase,en,we need studentlife,4
phrase,en,swabe and lit,4
phrase,en,drama ang astig,4
phrase,en,ang astig weekendvibes,4
phrase,en,solid charot,4
phrase,en,majors sobrang solid,4
phrase,en,sobrang solid charot,4
phrase,en,solid charot lang,4
phrase,en,and galing classof2025,4
phrase,en,petmalu naol,4
phrase,en,sobrang petmalu naol,4
phrase,en,rn midtermseason,4
phrase,en,criticism rn midtermseason,4
phrase,en,esports based,4
phrase,en,esports based and,4
phrase,en,based and woah,4
phrase,en,scholarships vibe,4
phrase,en,ang saktongsakto sembreak,4
phrase,en,looks classof2025,4
phrase,en,bts lodi talaga,4
phrase,en,serving looks classof2025,4
phrase,en,this pinoypride,4
phrase,en,for this pinoypride,4
phrase,en,kpop clean and,4
phrase,en,shows nindot,4
phrase,en,netflix shows nindot,4
phrase,en,shows nindot talaga,4
phrase,en,basketball elite and,4
phrase,en,professors ang astig,4
phrase,en,ang astig twentytwentyfive,4
phrase,en,sb19 fresh,4
phrase,en,majors clean,4
phrase,en,all twentytwentyfive,4
phrase,en,sana all twentytwentyfive,4
phrase,en,ppop sick and,4
phrase,en,and galing finals,4
phrase,en,sobrang lit napakahusay,4
phrase,en,yorme goalaf,4
phrase,en,based and angas,4
phrase,en,and astig universitylife,4
phrase,en,kpop astig,4
phrase,en,clean and petmalu,4
phrase,en,and petmalu universitylife,4
phrase,en,bussin af sheesh,4
phrase,en,and woah trendingnow,4
phrase,en,pubg kayangkaya,4
phrase,en,and solid twentytwentyfive,4
phrase,en,so legit sheesh,4
phrase,en,woah finals,4
phrase,en,husay ng fellow,4
phrase,en,impact aprub,4
phrase,en,genshin impact aprub,4
phrase,en,undefeated yorme,4
phrase,en,so undefeated yorme,4
phrase,en,lodi labyu,4
phrase,en,sobrang lodi labyu,4
phrase,en,thesis ootd,4
phrase,en,thesis ootd ootd,4
phrase,en,astig talaga universitylife,4
phrase,en,graduation sobrang solid,4
phrase,en,saying midtermseason,4
phrase,en,saktongsakto talaga just,4
phrase,en,just saying midtermseason,4
phrase,en,challenges legit talaga,4
phrase,en,naol classof2025,4
phrase,en,angas sana,4
phrase,en,all pinoypride,4
phrase,en,in professors sobrang,4
phrase,en,professors sobrang angas,4
phrase,en,sobrang angas sana,4
phrase,en,angas sana all,4
phrase,en,sana all pinoypride,4
phrase,en,mind finals,4
phrase,en,my mind finals,4
phrase,en,legends lit talaga,4
phrase,en,tweet trendingnow,4
phrase,en,the tweet trendingnow,4
phrase,en,and angas bestlife,4
phrase,en,iykyk trendingnow,4
phrase,en,nakakaaliw yung group,4
phrase,en,exams peak,4
phrase,en,majors lit,4
phrase,en,majors lit talaga,4
phrase,en,pubg swabe talaga,4
phrase,en,sb19 sobrang petmalu,4
phrase,en,aprub bestlife,4
phrase,en,valorant woah,4
phrase,en,valorant woah talaga,4
phrase,en,tweet pinoypride,4
phrase,en,classes very undefeated,4
phrase,en,the tweet pinoypride,4
phrase,en,valid apaka galing,4
phrase,en,naol bestlife,4
phrase,en,legit ootd,4
phrase,en,graduation petmalu,4
phrase,en,and legit studentlife,4
phrase,en,kayangkaya talaga thats,4
phrase,en,nakakaaliw yung fashion,4
phrase,en,projects kayangkaya talaga,4
phrase,en,goals talaga sana,4
phrase,en,ng esports very,4
phrase,en,ppop based,4
phrase,en,husay ng coffee,4
phrase,en,saktongsakto and goated,4
phrase,en,solid napakahusay,4
phrase,en,sobrang solid napakahusay,4
phrase,en,aprub twentytwentyfive,4
phrase,en,g universitylife,4
phrase,en,na g universitylife,4
phrase,en,shops aprub,4
phrase,en,coffee shops aprub,4
phrase,en,ppop valid,4
phrase,en,energy trendingnow,4
phrase,en,character energy trendingnow,4
phrase,en,astig deserve,4
phrase,en,sobrang astig deserve,4
phrase,en,astig deserve mo,4
phrase,en,parties swabe,4
phrase,en,weekend parties swabe,4
phrase,en,charaught ootd,4
phrase,en,cap ootd,4
phrase,en,no cap ootd,4
phrase,en,and solid weekendvibes,4
